5.0000000000000000e+00,4.1570224818596646e-01,2.6240478864468453e-01,7.3768032408615962e+00,1.9764929009669667e+00
6.0000000000000000e+00,4.2222057664078172e-01,2.3961624209275453e-01,6.7428825502160183e+00,1.9473604903527946e+00
7.0000000000000000e+00,4.5283915094227140e-01,2.4764441418643315e-01,6.0382546623817612e+00,1.8887742664935239e+00
8.0000000000000000e+00,4.6242660757370674e-01,2.4973143976103551e-01,5.4079592878635188e+00,1.7848328858683775e+00
9.0000000000000000e+00,4.7538947416292227e-01,2.2677327859589708e-01,5.0290979364196104e+00,1.7959253907944206e+00
1.0000000000000000e+01,4.9839901733644604e-01,2.2709243350177208e-01,4.4877871278261114e+00,1.6195053408061928e+00
1.1000000000000000e+01,5.0179694424944132e-01,2.2792427275646118e-01,4.1003773978170655e+00,1.5058483741983257e+00
1.2000000000000000e+01,5.1856769083507082e-01,2.2528620620894746e-01,3.7633486839567531e+00,1.4300467694156287e+00
1.3000000000000000e+01,5.4030655537398065e-01,2.2791905537787899e-01,3.3631950395550740e+00,1.2794821653839108e+00
1.4000000000000000e+01,5.4290773605263476e-01,2.1385637091070958e-01,3.2207545382534102e+00,1.2497305912678078e+00
1.5000000000000000e+01,5.6218752967184160e-01,2.1923428380080565e-01,2.9189890433768322e+00,1.0780607241994851e+00
1.6000000000000000e+01,5.8084092356315120e-01,2.3763970144807686e-01,2.7135080064239663e+00,9.9258720740808715e-01
1.7000000000000000e+01,5.7956597509340269e-01,2.1587926982912489e-01,2.4733883085194774e+00,8.1995815306001529e-01
1.8000000000000000e+01,5.8638284979525246e-01,2.2606275908103637e-01,2.3100304233299331e+00,7.2930070664895752e-01
1.9000000000000000e+01,5.9321633358227432e-01,2.1445734058586421e-01,2.2539759855405510e+00,6.9959729099156154e-01
2.0000000000000000e+01,6.0903205115858228e-01,2.0690551000534391e-01,2.1535843020468675e+00,7.0295600054613605e-01
2.1000000000000000e+01,6.3547958613554734e-01,2.2105473554746224e-01,2.0301498790957799e+00,5.9920868489361478e-01
2.2000000000000000e+01,6.3380452133176823e-01,2.2521878847554655e-01,1.9597991068812910e+00,5.4987179160625643e-01
2.3000000000000000e+01,6.4564668414626569e-01,2.1381647842455359e-01,1.8975241578834652e+00,5.0276757960800944e-01
2.4000000000000000e+01,6.5810143726772274e-01,2.2520728485402264e-01,1.8513472936993163e+00,4.7676593682210527e-01
2.5000000000000000e+01,6.6781322426267997e-01,2.0505548194221618e-01,1.7691655477760799e+00,4.2615599271927990e-01
2.6000000000000000e+01,6.6639587753264395e-01,2.1036812015675058e-01,1.7511349844057826e+00,4.5569634130032755e-01
2.7000000000000000e+01,6.7223103612014434e-01,1.9761505851937133e-01,1.6745852649714617e+00,3.9024169129887787e-01
2.8000000000000000e+01,6.9294683374467125e-01,2.1945478831634135e-01,1.6526832171002930e+00,3.6065376943515243e-01
2.9000000000000000e+01,6.8645256832258494e-01,2.0438592556364532e-01,1.6059703299838375e+00,3.4461809771301649e-01
3.0000000000000000e+01,6.9229443691516590e-01,2.0672953042819567e-01,1.5668920152477290e+00,3.0849310310133327e-01
3.1000000000000000e+01,6.9977802207058193e-01,2.0340540193981735e-01,1.5523412709903546e+00,3.0165872214484180e-01
3.2000000000000000e+01,7.0335260979446057e-01,1.9852345780754305e-01,1.5297762376322530e+00,2.9217217886969044e-01
3.3000000000000000e+01,7.2522012294795923e-01,2.0649945690751342e-01,1.4960583886609706e+00,2.6946574672071583e-01
3.4000000000000000e+01,7.2505838704527059e-01,2.0758068783558412e-01,1.4835716017686476e+00,2.5496223537725649e-01
3.5000000000000000e+01,7.2717434261890979e-01,1.9315277129248887e-01,1.4606389297807523e+00,2.5165272544400918e-01
3.6000000000000000e+01,7.4408380751921466e-01,2.0705440660400931e-01,1.4431515477490213e+00,2.3597848611614006e-01
3.7000000000000000e+01,7.5003007880620565e-01,1.8922863399068102e-01,1.4248458280184837e+00,2.3015308807823578e-01
3.8000000000000000e+01,7.3790467012587557e-01,1.8390143818338298e-01,1.4152011370197934e+00,2.2715499381941631e-01
3.9000000000000000e+01,7.5398875796266862e-01,1.8716554729898083e-01,1.3804997616760319e+00,2.0278797032092499e-01
4.0000000000000000e+01,7.6779163719747312e-01,1.8913108424119776e-01,1.3711296523783187e+00,1.8956675389406269e-01
4.1000000000000000e+01,7.6119036886727265e-01,1.8769569471784475e-01,1.3493061336048124e+00,1.8045631081394756e-01
4.2000000000000000e+01,7.6590146948151661e-01,1.8682745143548263e-01,1.3388753876740274e+00,1.7576084961152291e-01
4.3000000000000000e+01,7.6316389063619539e-01,1.7927910371324382e-01,1.3361735924849250e+00,1.7466011213893629e-01
4.4000000000000000e+01,7.7170046706207818e-01,1.8113472567253319e-01,1.3176874294201097e+00,1.6641133269007727e-01
4.5000000000000000e+01,7.8839972734112940e-01,1.7879638921746416e-01,1.3131179580265093e+00,1.6204620915238471e-01
4.6000000000000000e+01,7.8213861450407984e-01,1.8288271198174666e-01,1.3104621624833586e+00,1.6214087920498371e-01
4.7000000000000000e+01,7.8420097290316859e-01,1.7350714579125825e-01,1.3028780571829708e+00,1.5834923849276683e-01
4.8000000000000000e+01,8.0301237967750061e-01,1.8688959346577519e-01,1.2980192143473925e+00,1.5483087592728614e-01
4.9000000000000000e+01,7.9379833594654348e-01,1.7468659545256257e-01,1.2885178240372583e+00,1.5093510415357866e-01
5.0000000000000000e+01,7.8559960906295712e-01,1.6359199553649073e-01,1.2841434835332166e+00,1.4873124430129184e-01
5.1000000000000000e+01,8.0703957806503746e-01,1.7093732008161369e-01,1.2621937060405741e+00,1.3650928495455938e-01
5.2000000000000000e+01,8.1312487795297150e-01,1.7125357328017596e-01,1.2567538057383298e+00,1.2702878455131297e-01
5.3000000000000000e+01,8.0705619033305243e-01,1.7118455598549645e-01,1.2468728931476742e+00,1.2302304154968191e-01
5.4000000000000000e+01,8.0682741176156059e-01,1.6842666129829900e-01,1.2421624336165400e+00,1.2712888998557312e-01
5.5000000000000000e+01,8.1296519155629998e-01,1.6613879429208864e-01,1.2465048747701262e+00,1.2390299411978005e-01
5.6000000000000000e+01,8.1177803735872311e-01,1.6960107206766864e-01,1.2340683732814735e+00,1.2053107087318245e-01
5.7000000000000000e+01,8.2644994065816579e-01,1.6321106663383045e-01,1.2252913967681998e+00,1.1603718001279793e-01
5.8000000000000000e+01,8.2663508078761672e-01,1.7268728116944732e-01,1.2247139615910771e+00,1.1196750942421066e-01
5.9000000000000000e+01,8.2371228564789067e-01,1.5228703581004510e-01,1.2254333809551927e+00,1.1656687956682288e-01
6.0000000000000000e+01,8.3483324637185274e-01,1.6981571530832862e-01,1.2214366203425138e+00,1.1216364338123329e-01
6.1000000000000000e+01,8.3116956078601356e-01,1.5603477306419403e-01,1.2128241866301654e+00,1.1208988731497804e-01
6.2000000000000000e+01,8.2224028806765970e-01,1.5371259341027727e-01,1.2103319690727541e+00,1.0631473563221414e-01
6.3000000000000000e+01,8.3883400621370696e-01,1.5777661508806795e-01,1.2001040254215063e+00,1.0454083742557303e-01
6.4000000000000000e+01,8.4635220527319444e-01,1.5624157544398032e-01,1.1942112300092791e+00,9.7100735916117412e-02
6.5000000000000000e+01,8.3790713874549105e-01,1.5565828630697495e-01,1.1891483595627592e+00,9.4352658846494561e-02
6.6000000000000000e+01,8.3538758894824949e-01,1.5121093258409490e-01,1.1859201464893268e+00,9.3762109459384471e-02
6.7000000000000000e+01,8.4444660253252146e-01,1.5283825397892842e-01,1.1884229130227277e+00,9.7933841155271137e-02
6.8000000000000000e+01,8.3950173552349194e-01,1.5790508110904611e-01,1.1835338048695931e+00,9.4528670117176139e-02
6.9000000000000000e+01,8.5090761032883278e-01,1.5102239289960911e-01,1.1776317568733459e+00,9.0773528696880060e-02
7.0000000000000000e+01,8.5510272376990337e-01,1.6000290298639677e-01,1.1774452501658219e+00,8.8408856276906755e-02
7.1000000000000000e+01,8.5066290790507970e-01,1.4025938683413774e-01,1.1783960025227720e+00,8.9519393551896656e-02
7.2000000000000000e+01,8.5778460540853707e-01,1.5364795226071709e-01,1.1763228107998254e+00,8.6524320298895160e-02
7.3000000000000000e+01,8.5829925930494100e-01,1.4700569017412235e-01,1.1683666315034160e+00,8.6235710940501809e-02
7.4000000000000000e+01,8.4477565711930402e-01,1.4179624023971385e-01,1.1662168907773443e+00,8.4848270714914159e-02
7.5000000000000000e+01,8.6220490835234409e-01,1.4203032697475218e-01,1.1609227584534014e+00,8.4120246528530812e-02
7.6000000000000000e+01,8.6897641402791737e-01,1.4746220909941721e-01,1.1564932381606934e+00,8.0037670787184309e-02
7.7000000000000000e+01,8.5780051127445089e-01,1.4129278783995339e-01,1.1550981766771606e+00,7.5888224760523842e-02
7.8000000000000000e+01,8.5299707849254258e-01,1.3883205386793435e-01,1.1532363207879675e+00,7.6146220746666618e-02
7.9000000000000000e+01,8.6517261396896539e-01,1.4002719534618999e-01,1.1548105319232282e+00,8.1730171855788528e-02
8.0000000000000000e+01,8.6157673614390717e-01,1.4317805231665320e-01,1.1498221474302555e+00,7.3960226347631816e-02
8.1000000000000000e+01,8.7098667496621773e-01,1.4025727438180638e-01,1.1454479623867415e+00,7.4081033500106988e-02
8.2000000000000000e+01,8.7481870929737082e-01,1.4815923716822565e-01,1.1450977412839785e+00,7.2112472908966829e-02
8.3000000000000000e+01,8.6825844363445170e-01,1.2980659273264181e-01,1.1476421582324108e+00,7.7520244437271971e-02
8.4000000000000000e+01,8.7520775145485774e-01,1.4125092339401399e-01,1.1449981310417023e+00,7.1287011102757161e-02
8.5000000000000000e+01,8.7708142476529671e-01,1.4057237863653421e-01,1.1386059209863693e+00,7.0572147704703048e-02
8.6000000000000000e+01,8.6162566240716898e-01,1.3377082870030885e-01,1.1385170191704537e+00,6.8908114981433635e-02
8.7000000000000000e+01,8.8060971627901363e-01,1.3343527105037195e-01,1.1322864416011404e+00,7.2220059554634647e-02
8.8000000000000000e+01,8.8285054952288344e-01,1.3733158782797297e-01,1.1306540941099827e+00,6.5093278877708216e-02
8.9000000000000000e+01,8.7433705043715271e-01,1.3494860117704066e-01,1.1297837132129136e+00,6.4870717983618126e-02
9.0000000000000000e+01,8.7175363520799720e-01,1.3090878671061773e-01,1.1291994719554921e+00,6.4614422914156547e-02
9.1000000000000000e+01,8.8143325081044444e-01,1.3060019238377954e-01,1.1300293297416260e+00,6.6510338534341421e-02
9.2000000000000000e+01,8.7611500953555499e-01,1.3405431491382919e-01,1.1268920823721287e+00,6.3789922780465122e-02
9.3000000000000000e+01,8.8294584751500083e-01,1.3250330522252582e-01,1.1229737055442011e+00,6.3717735343589141e-02
9.4000000000000000e+01,8.9186266758782906e-01,1.3812086676475979e-01,1.1205787400985419e+00,6.3539698433823538e-02
9.5000000000000000e+01,8.8396470987572939e-01,1.2329755882430292e-01,1.1247849384671023e+00,6.3159727975782634e-02
